Field_Id,Area,Subregion_3.0,Subregion_1.0,Subregion_4.0,Subregion_2.0,Subregion_5.0,Subregion_6.0,Subregion_0.0,Subregion_7.0,lat,lon,Area_0,Area_1,Area_2,Area_3,Area_4,Area_5,Area_6,Area_7,Area_8,Area_9,distance_0,distance_1,distance_2,distance_3,distance_4,distance_5,distance_6,distance_7,distance_8,distance_9,Cotton,Dates,Grass,Lucern,Maize,Pecan,Vacant,Vineyard,"Vineyard & Pecan (""Intercrop"")",nn_count
1,-0.555088354242163,1,0,0,0,0,0,0,0,1.7869255985112944,-1.673175241677768,1.0803,0.774865,1.81556,4.62284,2.06441,5.82118,1.31619,1.59031,2.03598,1.43812,2.3739896224153405,1.5661963069098424,1.420976584179622,1.6622174825016713,1.2966339868183134,1.1203204977487364,1.0331864711815606,1.2480389324059027,1.0603204566701165,0.9547585737754406,1.0899750993236865,-0.36496299890627465,-0.4509458333806824,-0.4651832436168158,-0.6203195514012328,1.33000560023385,-0.7098685133266004,4,0.9748010514158836,8
2,-0.11268388434147679,1,0,0,0,0,0,0,0,1.8088275780959298,-1.6665274411829747,1.81556,1.43812,1.31619,4.62284,1.0803,5.52922,1.48271,0.774865,2.03598,0.915905,-0.3182607380043112,0.050435077596015836,-0.12927013083747413,-0.2315699919693618,-0.04713251745591975,-0.17868078024769582,-0.015508837431817486,0.08359394621680467,0.3205323863964699,0.21170993140188082,-0.3817436553078571,-0.36496299890627465,-0.4509458333806824,-0.4651832436168158,-0.6203195514012328,0.42637167513015506,-0.7098685133266004,7,0.9748010514158836,13
3,-0.4917633510168193,1,0,0,0,0,0,0,0,1.8011118326878697,-1.6761187553129524,1.81556,1.31619,2.06441,5.82118,0.915905,4.62284,0.774865,1.43812,1.59031,5.52922,0.9714358391646514,0.7145240425570455,0.49963575813290734,0.21327924704967355,0.15646143355806255,0.5269172305037115,0.46193014751461414,0.32977101620799754,0.5333595903258008,0.4882371407545362,1.0899750993236865,-0.36496299890627465,-0.4509458333806824,-0.4651832436168158,-0.6203195514012328,1.33000560023385,-0.7098685133266004,4,0.9748010514158836,10
4,-0.40089845238348915,1,0,0,0,0,0,0,0,1.812667012422781,-1.674298114365305,2.06441,1.81556,1.0803,1.43812,5.82118,4.62284,5.52922,1.48271,0.915905,0.774865,0.9540496359194002,0.48691145712198036,0.2787543957931164,0.28392440536456515,0.39389011548582686,0.5537823776210169,0.5412907884006151,0.4130331211607602,0.6140591445047493,0.52893693516205,0.3541157220079147,-0.36496299890627465,-0.4509458333806824,-0.4651832436168158,-0.6203195514012328,1.33000560023385,-0.7098685133266004,5,0.9748010514158836,10
7,1.2219619651381477,1,0,0,0,0,0,0,0,1.8128102899228775,-1.6547732032867304,1.48271,1.43812,4.62284,2.06441,1.01882,2.43183,2.03598,1.81556,1.31619,0.774865,0.2582362735858414,0.08351862008424481,0.0400542725995257,0.25626254538394544,0.23409023677218754,0.026828298048794646,-0.09062989802624008,-0.12362319711411364,0.18833801074260353,0.07559853174452097,-0.3817436553078571,-0.36496299890627465,-0.4509458333806824,-0.4651832436168158,-0.6203195514012328,1.33000560023385,-0.7098685133266004,6,0.9748010514158836,12
8,-0.3367548985218497,1,0,0,0,0,0,0,0,1.819560840539071,-1.6552340209623735,5.52922,1.43812,1.01882,2.06441,4.62284,1.81556,2.43183,1.31619,2.03598,0.565466,0.2582362735858414,0.06075584080667253,0.8911642699230586,0.6893809430801712,0.4294081146293507,0.6933918026342432,0.4718234014214423,0.4130331211607602,0.25108462681945015,0.6505581082147315,-0.3817436553078571,-0.36496299890627465,-0.4509458333806824,-0.4651832436168158,-0.6203195514012328,0.42637167513015506,-0.7098685133266004,7,0.9748010514158836,10
9,0.8728241177377587,1,0,0,0,0,0,0,0,1.8033974139079194,-1.6586459549452548,2.06441,5.52922,1.81556,0.774865,2.03598,1.43812,2.43183,1.48271,0.565466,1.0803,1.1885256625637988,0.43293955514744703,0.05676640055174063,-0.018227500133948624,-0.09365878259636701,-0.24364093749000776,-0.16191048355909016,-0.14442936322040156,-0.04077715233740286,-0.13658332004669424,-0.3817436553078571,-0.36496299890627465,-0.4509458333806824,-0.4651832436168158,-0.6203195514012328,1.33000560023385,-0.7098685133266004,6,0.9748010514158836,14
11,-0.5154454654259809,1,0,0,0,0,0,0,0,1.8168484755805796,-1.6414460099556678,1.79607,5.52922,2.43183,1.48271,2.03598,1.7569,0.565466,2.65521,1.43812,4.62284,2.035084299654668,1.3974026463866256,0.8667769056344544,0.5342116650210091,0.7513463995301016,0.5595224584018516,0.5991126854388448,0.44766748258379857,0.31481440092926594,0.21639116069120634,-0.3817436553078571,-0.36496299890627465,-0.4509458333806824,-0.4651832436168158,-0.6203195514012328,-0.47726224997353994,-0.7098685133266004,9,-0.38004034969901734,11
12,-0.21604853269141877,1,0,0,0,0,0,0,0,1.8111080633601901,-1.6304775841864667,1.7569,1.01882,1.50796,3.17541,1.1812,2.65521,2.43183,0.158009,1.05901,0.565466,0.6872342749032945,1.0307824614162473,0.6339932179325709,0.5610612146136802,0.3083121319382785,0.1854097506053167,0.18590115025228401,0.11999224361316381,-0.0009296505659010183,0.03690465816212899,-0.3817436553078571,-0.36496299890627465,-0.4509458333806824,-0.9653996973507366,-0.6203195514012328,1.33000560023385,-0.7098685133266004,8,-0.38004034969901734,13
13,-0.23113682842022268,1,0,0,0,0,0,0,0,1.8029345269320478,-1.628934972304731,1.1812,1.79607,3.17541,1.50796,2.65521,1.05901,0.158009,0.565466,2.43183,1.46237,0.4289915569625136,0.03633821130904958,-0.2430567220635524,-0.3697982459431,-0.42399481971025366,-0.47090132273712,-0.5429485907583053,-0.06534589727088595,-0.1823802929829409,-0.2726492170195607,-0.3817436553078571,-0.36496299890627465,-0.4509458333806824,-0.9653996973507366,-0.6203195514012328,1.33000560023385,-0.7098685133266004,8,-0.38004034969901734,14
