Field_Id,Area,Subregion_3.0,Subregion_1.0,Subregion_4.0,Subregion_2.0,Subregion_5.0,Subregion_6.0,Subregion_0.0,Subregion_7.0,lat,lon,Area_0,Area_1,Area_2,Area_3,Area_4,Area_5,Area_6,Area_7,Area_8,Area_9,distance_0,distance_1,distance_2,distance_3,distance_4,distance_5,distance_6,distance_7,distance_8,distance_9,Cotton,Dates,Grass,Lucern,Maize,Pecan,Vacant,Vineyard,"Vineyard & Pecan (""Intercrop"")",nn_count
1,-0.5897661441308035,1,0,0,0,0,0,0,0,1.7391828229831,-1.65284360926962,1.0803,0.774865,1.81556,4.62284,2.06441,5.82118,1.31619,1.59031,2.03598,1.43812,2.459255203156136,1.5707677526303776,1.426737008774845,1.7215162453566444,1.29974324197882,1.0964516276296186,0.9950174291362598,1.26379972073133,1.0347861728492702,0.9068619956881775,0.9904341523057489,-0.14665257533565135,-0.4826585174753147,-0.580470302827593,-0.6720124574312938,1.2261417773035808,-0.779974641294216,0.10696744249626193,0.8896867193528787,-1.1024561673937363
2,-0.15767069215704912,1,0,0,0,0,0,0,0,1.761062863045129,-1.6460558039995608,1.81556,1.43812,1.31619,4.62284,1.0803,5.52922,1.48271,0.774865,2.03598,0.915905,-0.5570701865818365,-0.1561893594959964,-0.3799449894225529,-0.511104382817455,-0.3043320945321403,-0.47243347175023015,-0.2832958328013389,-0.17044055850866532,0.11941573943630884,-0.01990458450289419,-0.4122590764566235,-0.14665257533565135,-0.4826585174753147,-0.580470302827593,-0.6720124574312938,0.35788578849178904,-0.779974641294216,1.3401421801804396,0.8896867193528787,-0.20719513539322254
3,-0.527916755728293,1,0,0,0,0,0,0,0,1.7533548466083315,-1.6558491142304026,1.81556,1.31619,2.06441,5.82118,0.915905,4.62284,0.774865,1.43812,1.59031,5.52922,0.8878714087334402,0.6004292549300133,0.35299186324517834,0.013336506590613759,-0.06129877405155936,0.37976138284404365,0.2986812021012309,0.13277434111675587,0.3827556576250386,0.32499366512300426,0.9904341523057489,-0.14665257533565135,-0.4826585174753147,-0.580470302827593,-0.6720124574312938,1.2261417773035808,-0.779974641294216,0.10696744249626193,0.8896867193528787,-0.7443517545935309
4,-0.4391692133439857,1,0,0,0,0,0,0,0,1.7648984513563322,-1.6539901300101323,2.06441,1.81556,1.0803,1.43812,5.82118,4.62284,5.52922,1.48271,0.915905,0.774865,0.8683923710292271,0.34110267655823323,0.09557323612541942,0.09662137348335045,0.22212360003591713,0.41220810150316384,0.39541831810357103,0.23532780312991747,0.4826085598997298,0.3757564377418233,0.2890875379245627,-0.14665257533565135,-0.4826585174753147,-0.580470302827593,-0.6720124574312938,1.2261417773035808,-0.779974641294216,0.5180256883909878,0.8896867193528787,-0.7443517545935309
7,1.145874910999388,1,0,0,0,0,0,0,0,1.765041585333331,-1.6340540181457066,1.48271,1.43812,4.62284,2.06441,1.01882,2.43183,2.03598,1.81556,1.31619,0.774865,0.08882166609727093,-0.1184961807225519,-0.1826116562299923,0.06401030173484536,0.031367956546771124,-0.22422730275865807,-0.37486508768399907,-0.425668737631923,-0.04415383920298339,-0.1896693740360864,-0.4122590764566235,-0.14665257533565135,-0.4826585174753147,-0.580470302827593,-0.6720124574312938,1.2261417773035808,-0.779974641294216,0.9290839342857137,0.8896867193528787,-0.3862473417933253
8,-0.3765203483737247,1,0,0,0,0,0,0,0,1.771785373827531,-1.6345245407869498,5.52922,1.43812,1.01882,2.06441,4.62284,1.81556,2.43183,1.31619,2.03598,0.565466,0.08882166609727093,-0.14443057118255975,0.8092853726460243,0.5746214881396996,0.26452199756043004,0.5808231370280486,0.31074064164381476,0.23532780312991747,0.03348514885506154,0.5274483085038915,-0.4122590764566235,-0.14665257533565135,-0.4826585174753147,-0.580470302827593,-0.6720124574312938,0.35788578849178904,-0.779974641294216,1.3401421801804396,0.8896867193528787,-0.7443517545935309
9,0.8048727597157876,1,0,0,0,0,0,0,0,1.755638138329359,-1.6380083311757008,2.06441,5.52922,1.81556,0.774865,2.03598,1.43812,2.43183,1.48271,0.565466,1.0803,1.1310930480725516,0.2796106960488083,-0.1631350784502385,-0.2595910242391118,-0.35987123334410936,-0.5508899170803132,-0.461752973094491,-0.45129557431388384,-0.32764752416123055,-0.45431294909869063,-0.4122590764566235,-0.14665257533565135,-0.4826585174753147,-0.580470302827593,-0.6720124574312938,1.2261417773035808,-0.779974641294216,0.9290839342857137,0.8896867193528787,-0.02814292899311975
11,-0.5510470236743154,1,0,0,0,0,0,0,0,1.7690757258833667,-1.6204461499194365,1.79607,5.52922,2.43183,1.48271,2.03598,1.7569,0.565466,2.65521,1.43812,4.62284,2.0795547322084724,1.3784555289865696,0.7808639532571644,0.39168959333955433,0.6488248217827436,0.41914075611931495,0.46590065668873326,0.27798674948447777,0.11234063908570784,-0.014065926557567655,-0.4122590764566235,-0.14665257533565135,-0.4826585174753147,-0.580470302827593,-0.6720124574312938,-0.5103702003200027,-0.779974641294216,2.1622586719698913,-0.40563066422334987,-0.5652995481934281
12,-0.2586267120112398,1,0,0,0,0,0,0,0,1.7633410639150582,-1.6092467256438816,1.7569,1.01882,1.50796,3.17541,1.1812,2.65521,2.43183,0.158009,1.05901,0.565466,0.5694595675883408,0.9607529755505657,0.509574168237133,0.4233430175415095,0.11996780710587655,-0.03269856281955603,-0.03778595378442526,-0.1256089822291682,-0.2783425590872314,-0.237930264170747,-0.4122590764566235,-0.14665257533565135,-0.4826585174753147,-1.0831414609012102,-0.6720124574312938,1.2261417773035808,-0.779974641294216,1.7512004260751655,-0.40563066422334987,-0.20719513539322254
13,-0.2733634165565505,1,0,0,0,0,0,0,0,1.7551757150339156,-1.6076716258693469,1.1812,1.79607,3.17541,1.50796,2.65521,1.05901,0.158009,0.565466,2.43183,1.46237,0.28013132446079525,-0.1722503874614574,-0.5125536793897718,-0.6740641950342173,-0.7541985872480114,-0.8253665000775608,-0.9262215959020054,-0.35388891823998275,-0.5028589575889103,-0.6240209854600276,-0.4122590764566235,-0.14665257533565135,-0.4826585174753147,-1.0831414609012102,-0.6720124574312938,1.2261417773035808,-0.779974641294216,1.7512004260751655,-0.40563066422334987,-0.02814292899311975
