Field_Id,Area,Subregion_3.0,Subregion_1.0,Subregion_4.0,Subregion_2.0,Subregion_5.0,Subregion_6.0,Subregion_0.0,Subregion_7.0,lat,lon,Area_0,Area_1,Area_2,Area_3,Area_4,Area_5,Area_6,Area_7,Area_8,Area_9,distance_0,distance_1,distance_2,distance_3,distance_4,distance_5,distance_6,distance_7,distance_8,distance_9,Cotton,Dates,Grass,Lucern,Maize,Pecan,Vacant,Vineyard,"Vineyard & Pecan (""Intercrop"")",nn_count
1,0.915905,1,0,0,0,0,0,0,0,22.170005277803966,-28.9772189285481,1.0803,0.774865,1.81556,4.62284,2.06441,5.82118,1.31619,1.59031,2.03598,1.43812,282.1490951053723,309.7260131712494,357.63413278828364,443.9623606196353,447.6095202202663,467.79587479131,499.83873454475145,582.1793268891238,589.5311394961839,606.0001539226504,2,0,0,1,0,2,0,4,1,8
2,2.06441,1,0,0,0,0,0,0,0,22.174372321542464,-28.975950451846593,1.81556,1.43812,1.31619,4.62284,1.0803,5.52922,1.48271,0.774865,2.03598,0.915905,90.19707684058763,163.24910533251412,180.91023922858014,197.62790680169698,252.60379374789852,261.08273648215595,317.4206230577345,364.4038825287594,440.8438807794017,447.6095202202663,0,0,0,1,0,1,0,7,1,13
3,1.0803,1,0,0,0,0,0,0,0,22.17283387623701,-28.977780584763526,1.81556,1.31619,2.06441,5.82118,0.915905,4.62284,0.774865,1.43812,1.59031,5.52922,182.14984043801874,227.42392141575232,252.60379374789852,255.49168286014176,282.1490951053723,373.3662127633242,400.470024794226,410.44411752871366,483.6192306453497,506.5549477839429,2,0,0,1,0,2,0,4,1,10
4,1.31619,1,0,0,0,0,0,0,0,22.175137867760405,-28.977433185555967,2.06441,1.81556,1.0803,1.43812,5.82118,4.62284,5.52922,1.48271,0.915905,0.774865,180.91023922858014,205.42838078907917,227.42392141575232,264.6808536213653,316.6044505986296,377.64132701134156,414.27462382114965,426.01586382804686,499.83873454475145,515.2306466011436,1,0,0,1,0,2,0,5,1,10
7,5.52922,1,0,0,0,0,0,0,0,22.175166435913674,-28.97370760822831,1.48271,1.43812,4.62284,2.06441,1.01882,2.43183,2.03598,1.81556,1.31619,0.774865,131.30015050907727,166.44616230316967,200.21275898894658,261.08273648215595,293.41449063190163,293.78588100193053,304.35348916862085,325.6499645650921,414.27462382114965,418.5955773685825,0,0,0,1,0,2,0,6,1,12
8,1.48271,1,0,0,0,0,0,0,0,22.176512430675743,-28.9737955375345,5.52922,1.43812,1.01882,2.06441,4.62284,1.81556,2.43183,1.31619,2.03598,0.565466,131.30015050907727,164.24646128304013,297.23697527502645,317.4206230577345,321.7587785297077,399.85770421655303,402.19093331677044,426.01586382804686,426.88583331898553,541.1558062379429,0,0,0,1,0,1,0,7,1,10
9,4.62284,1,0,0,0,0,0,0,0,22.173289599114355,-28.974446573733278,2.06441,5.52922,1.81556,0.774865,2.03598,1.43812,2.43183,1.48271,0.565466,1.0803,197.62790680169698,200.21275898894658,202.1178959537753,225.37843684314927,245.85195992490918,250.74547338929293,291.95439699018425,321.7587785297077,368.2256174939545,373.3662127633242,0,0,0,1,0,2,0,6,1,14
11,1.01882,1,0,0,0,0,0,0,0,22.175971611232335,-28.97116462664362,1.79607,5.52922,2.43183,1.48271,2.03598,1.7569,0.565466,2.65521,1.43812,4.62284,257.98582943700063,293.41449063190163,294.45688232014896,297.23697527502645,368.4780626662373,378.5547596094869,424.3326084175118,432.4932101505418,439.6946441011372,448.60738608174466,0,0,0,1,0,0,0,9,0,11
12,1.79607,1,0,0,0,0,0,0,0,22.174827028335315,-28.969071725006252,1.7569,1.01882,1.50796,3.17541,1.1812,2.65521,2.43183,0.158009,1.05901,0.565466,161.88684236919391,257.98582943700063,267.9201773883735,300.7294311199019,304.1854798930432,319.02132171384716,352.455422285107,371.2111215855349,376.2344189915579,410.347467073222,0,0,0,0,0,2,0,8,0,13
13,1.7569,1,0,0,0,0,0,0,0,22.173197303910545,-28.96877737693835,1.1812,1.79607,3.17541,1.50796,2.65521,1.05901,0.158009,0.565466,2.43183,1.46237,143.47465766316617,161.88684236919391,167.93887844995905,179.64786315696915,197.9140044151547,214.58099207312677,225.67370387659093,336.54903237852,339.76532777816607,344.361969409925,0,0,0,0,0,2,0,8,0,14
14,1.19272,1,0,0,0,0,0,0,0,22.15693367175394,-28.95172011239708,0.344734,1.44488,3.07671,2.24256,3.12746,1.30416,0.916049,3.35724,2.0341,1.93706,81.17661917961071,206.77890790505654,256.7527020434652,258.8294730141512,274.90839631609373,402.1464937447033,408.26399223195597,538.0007544354524,545.4405327350256,552.7426962617119,0,0,0,1,2,0,0,1,6,8
15,0.344734,1,0,0,0,0,0,0,0,22.15643881486319,-28.951132358404784,1.19272,2.24256,3.07671,3.12746,1.44488,3.35724,2.0341,1.93706,1.30416,0.916049,81.17661917961071,177.98332840031384,178.5352365519561,199.99564324537155,287.9337818866725,458.7796675737755,464.4938297263068,471.7320150211899,480.02010154720557,489.3316325865242,0,0,0,1,2,0,1,1,5,11
16,1.81556,1,0,0,0,0,0,0,0,22.173512362511634,-28.97625378660391,2.06441,1.0803,4.62284,1.31619,1.43812,0.774865,5.52922,0.915905,1.48271,5.82118,90.19707684058763,182.14984043801874,202.1178959537753,205.42838078907917,252.00688843922435,309.9116526736955,325.6499645650921,357.63413278828364,399.85770421655303,412.8741784858476,1,0,0,1,0,2,0,6,0,13
17,1.59031,1,0,0,0,0,0,0,0,22.17219012802969,-28.982093265104798,5.82118,1.0803,0.915905,1.31619,1.81556,2.06441,0.774865,1.43812,4.62284,5.52922,275.92401734903706,483.6192306453497,582.1793268891238,592.2192867752387,661.9361253893627,715.2725185016872,845.238895076267,849.855501449685,856.9730950629888,976.3551762185008,1,0,0,1,0,2,0,5,1,3
19,2.58801,1,0,0,0,0,0,0,0,21.89430444972539,-28.842790528749997,2.48277,0.704917,2.89924,4.37185,3.28571,3.45035,2.77701,2.48771,2.21751,1.25042,138.87015840958784,272.907411796953,284.4301769946366,289.7745512025293,290.9476487206843,311.404202469463,396.77410220026167,425.74181851913096,437.9166386323704,473.862661968784,0,0,1,0,0,1,1,6,1,13
20,2.48277,1,0,0,0,0,0,0,0,21.89390201612032,-28.841592422035173,0.704917,2.58801,3.28571,3.45035,2.77701,4.37185,2.89924,2.21751,2.48771,0.828373,134.61718131180132,138.87015840958784,159.2924906597841,224.94573787099668,269.0150600840908,281.597281845386,301.20691573935574,319.6502357115305,359.7075765108651,362.2967928192921,0,0,0,0,1,1,1,6,1,17
